5.89241 , -2.47685
5.94754 , -3.90575
6.00267 , -6.32085
6.0578 , -11.9563
6.11293 , -44.1936
6.16806 , 33.8453
6.22319 , 13.2333
6.27832 , 8.5385
6.33345 , 6.4381
6.38858 , 5.23573
6.44371 , 4.44997
6.49884 , 3.8917
6.55397 , 3.4714
6.6091 , 3.1412
6.66423 , 2.87315
6.71936 , 2.6498
6.77449 , 2.45971
6.82962 , 2.29506
6.88475 , 2.15031
6.93988 , 2.02141
6.99501 , 1.90536
7.05014 , 1.79987
7.10527 , 1.70317
7.1604 , 1.61384
7.21553 , 1.53077
7.27066 , 1.45305
7.32579 , 1.37994
7.38092 , 1.31084
7.43605 , 1.24522
7.49118 , 1.18266
7.54631 , 1.12278
7.60144 , 1.06529
7.65657 , 1.00991
7.7117 , 0.956398
7.76683 , 0.904565
7.82196 , 0.854229
7.87709 , 0.805234
7.93222 , 0.757441
7.98735 , 0.710728
8.04248 , 0.664986
8.09761 , 0.620115
8.15274 , 0.576027
8.20787 , 0.532642
8.263 , 0.489888
8.31813 , 0.447699
8.37326 , 0.406013
8.42839 , 0.364775
8.48352 , 0.323934
8.53865 , 0.283442
8.59378 , 0.243255
8.64891 , 0.203333
8.70404 , 0.163637
8.75917 , 0.12413
8.8143 , 0.0847796
8.86943 , 0.0455528
8.92456 , 0.00641949
8.97969 , -0.0326494
9.03482 , -0.0716816
9.08994 , -0.110704
9.14507 , -0.149741
9.2002 , -0.188819
9.25533 , -0.22796
9.31046 , -0.26719
9.36559 , -0.306529
9.42072 , -0.346001
9.47585 , -0.385628
9.53098 , -0.425431
9.58611 , -0.465433
9.64124 , -0.505653
9.69637 , -0.546114
9.7515 , -0.586837
9.80663 , -0.627843
9.86176 , -0.669154
9.91689 , -0.710792
9.97202 , -0.752778
10.0272 , -0.795135
10.0823 , -0.837886
10.1374 , -0.881055
10.1925 , -0.924664
10.2477 , -0.968738
10.3028 , -1.0133
10.3579 , -1.05838
10.4131 , -1.10401
10.4682 , -1.1502
10.5233 , -1.19699
10.5785 , -1.24441
10.6336 , -1.29249
10.6887 , -1.34127
10.7438 , -1.39076
10.799 , -1.44102
10.8541 , -1.49208
10.9092 , -1.54397
10.9644 , -1.59674
11.0195 , -1.65043
11.0746 , -1.70508
11.1298 , -1.76075
11.1849 , -1.81748
11.24 , -1.87533
11.2951 , -1.93435
11.3503 , -1.99461
11.4054 , -2.05617
11.4605 , -2.1191
11.5157 , -2.18347
11.5708 , -2.24936
11.6259 , -2.31686
11.681 , -2.38605
11.7362 , -2.45704
11.7913 , -2.52994
11.8464 , -2.60485
11.9016 , -2.68189
11.9567 , -2.76122
12.0118 , -2.84296
12.067 , -2.92729
12.1221 , -3.01437
12.1772 , -3.1044
12.2323 , -3.19759
12.2875 , -3.29417
12.3426 , -3.3944
12.3977 , -3.49856
12.4529 , -3.60697
12.508 , -3.71999
12.5631 , -3.83801
12.6183 , -3.96148
12.6734 , -4.09091
12.7285 , -4.22687
12.7836 , -4.37002
12.8388 , -4.52112
12.8939 , -4.68104
12.949 , -4.85079
13.0042 , -5.03155
13.0593 , -5.22473
13.1144 , -5.432
13.1696 , -5.65534
13.2247 , -5.8972
13.2798 , -6.16053
13.3349 , -6.44906
13.3901 , -6.76744
13.4452 , -7.12168
13.5003 , -7.51962
13.5555 , -7.97178
13.6106 , -8.49263
13.6657 , -9.10277
13.7209 , -9.83269
13.776 , -10.7299
13.8311 , -11.8738
13.8862 , -13.4091
13.9414 , -15.6377
13.9965 , -19.341
14.0516 , -27.619
